id,text,user_1,user_2,category_1,category_2
562,"When the world's largest pork producer set out to reduce greenhouse gas emissions from its full supply chain, it sent a powerful signal to the industry at large: By cutting emissions it's also creating new business opportunities.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
563,"Commitments by countries to take action to reduce emissions. The agreement reaffirms the commitments by countries to implement their specific actions to reduce emissions that they made in Copenhagen. In Copenhagen, countries accounting for over 80% of the world’s emissions made specific commitments to reduce their emissions at home. If agreed, the draft decision would mark a continued commitment to implement these actions in a countries domestic laws and policies.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
564,Livestream: TBC,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
565,"The annual trend of the departures as shown below indicates a flat or slightly cooling trend, and not global warming at all. Yes they fluctuate but that does not mean the trend is warming.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
566,EPA's recommendations are justified by the facts and ought to be implemented as quickly as possible.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
567,Renew,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
568,"If we want to export American-made cars to China or France a few years from now, in other words, we’d better make sure these standards remain in place. It’s worth considering since China already makes up one-third of GM’s global sales.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
569,"""Gosh, Daddy, it sounds like you made a really important contribution to raising awareness of Climate Change!""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
570,"A book that raised hackles and experienced personal attacks from the environmentalists was Bjorn Lomborg?s The Skeptical Environmentalist. UN IPCC chief, Rajendra Pachauri, compared him to Hitler. It is typical of Pachauri?s lack of understanding and undiplomatic reactions, but he wasn?t alone. Almost everyone, including most skeptics, misunderstood what Lomborg was saying, especially about climate. People on both sides of the climate issue were fooled by Lomborg?s use of ?skeptic? in his title. Too many people designated climate skeptics by the warming alarmists and those questioning extreme environmentalism were desperate for a public relations victory.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
571,"Based on simulations provided by mathematical models, climate alarmists generally predict more frequent and more severe floods in response to global warming. In this summary we examine real-world data relative to this claim as it pertains to Asia.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
572,"The coupled ocean-atmosphere processes of El Nio and La Nia, the largest contributors to natural variations in global temperature and precipitation on annual, multiyear, and decadal timescales. (Recall that the 1997/98 El Nio was determined to be the cause of extreme weather around the globe. For years we heard that every weather event was caused by El Nio or La Nina. Not long thereafter that shifted to greenhouse gasessolely for political reasons.)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
573,"The new approach is to make very general statements about our dire future with only glancing references to secondary literature about climate change or species extinction, all wrapped in a ""systems analysis"" of the impeding collapse of the planet. Like Limits to Growth, Speth's book offers very little detailed data or analysis of specific ecological problems; recent eco-apocalypse books proceed with the presumption that scenarios of catastrophe are beyond reasonable dispute or qualification and are not even open to discussion. (Speth recently withdrew from a debate about the future of the global environment when he was booked opposite Bjrn Lomborg. Speth is highly critical of Lomborg in Red Sky at Dawn, but is unwilling to face off with Lomborg in a public forum.)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
574,"Congress recognized that requiring all existing sources of emissions to install BACT or LAER equipment would be prohibitively expensive and disrupt supplies of energy and manufactured products. Moreover, retrofitting existing plants is often more expensive than incorporating BACT or LAER in new plants. For these reasons, Congress did not expect NSR to carry the huge burden of protecting the nation's air quality by itself. Sources not covered by the NSR program would still be subject to controls under other air quality protection programs. As EPA says:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
575,"In Praise of CO2: ""Earth is the Greenest its been in Decades, Perhaps in Centuries' Written by Marc Morano",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
576,"Funding wind energy with subsidies does not give us energy independence. There are several technical reasons for this. For instance, consider the fact that in every wind turbine there is something like 4000 pounds of rare earth elements. China produces 95% percent of these rare earth elements, so the more turbines we buy, the more dependent we are on the China. That is not energy independence. Furthermore, the extreme reliance on rare earth elements is not considered sustainable either (which is another green mantra).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
577,"Public emails subject to open scrutiny and broad dissemination: These only need to be sent by, or delivered to, at least one email address that is a public, government institution funded by taxpayers. An example in Great Britain would be the University of East Anglia, where Phil Jones was once director of the CRU. Another example, in the U.S., would be the Lawrence Livermore National Laboratory, where every employee has a llnl.gov email address. That dot-gov suffix is a dead giveaway.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
578,"Global warming Idiots: ""Sunspot and temperature correlations do not prove causality.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
579,"It is striking how thoroughly today’s fiercest EPA critics ignore this history and its implications. Conservative politicians like the House members quoted above, pundits like the Wall Street Journal editorial board, and industry lobbyists ignore this unprecedented wave of Bush administration lawbreaking that the Obama EPA now must rectify.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
580,"Indeed, chemicals surround us every day – they’re in our clothes, our cleaning products and, yes, even in our couches.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
581,"Washington, D.C., August 11, 2003In an attempt to discredit the Competitive Enterprise Institute's lawsuit against the White House over the Administration's failure to implement a sound-science law in regard to global warming reports, the state attorneys general of Maine and Connecticut have asked U.S. Attorney General John Ashcroft to investigate an alleged ""sweetheart suit"" relationship between the Bush administration's Council on Environmental Quality and CEI.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
582,"BrightSources setback stands in stark contrast with this weeks ultra-successful IPO by Forum Energy Technologies , an oil-services provider. The company had hoped to sell 16 million shares, but demand far exceeded expectations, and almost 19 million shares were sold, at the high end of Forum Energys hoped-for price. Because the services provided by Forum Energy Technologies engender a productoilthat people actually want to buy*, the company does not need government handouts.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
583,"That’s what happens when one of America’s most important sectors gets serious about going 100% clean. And that’s why GM’s announcement is so important. EDF and GM have had serious disagreements. Last year, EDF supported and GM opposed California's clean car standards (though GM later reversed course and withdrew from the litigation).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
584,Heres the SST anomaly map she cites as proof in her post about the issue at Climate Central. Note that actual temperatures in the ocean are quite cold.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
585,"Jan 2010: One of the report??s co-authors, hydrologist David Post, told The Canberra Times there was ??no evidence?? linking drought to climate change in eastern Australia, including the Murray-Darling Basin.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
586,"At the outset, lets be quite clear: There is no consensus about dangerous anthropogenic global warming (DAGW)and there never was. There is not even a consensus on whether human activities, such as burning fossil fuels to produce useful energy, affect global climate significantly. So whats all this fuss about?",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
587,"Whether short or long-term, the state-of-the-art empirical satellite evidence is not only obvious, it is both climate and statistically significant: CO2 emissions have not had a significant influence (warming or cooling) on atmospheric temperatures. For objective science, this means that the CO2-centric anthropogenic global warming hypothesis is essentially invalidated, as it is currently understood . (1) Study . Scientists involved: Ben D. Santer, C. Mears, C. Doutriaux, P. Caldwell, P. J. Gleckler, Tim M. L. Wigley, Susan Solomon, N. P. Gillett, D. Ivanova, Tom R. Karl, J. R. Lanzante, G. A. Meehl, P. A. Stott, K. E. Taylor, P. W. Thorne, M. F. Wehner, F. J. Wentz",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
588,"According to Bruce Berman of Save the Harbor Save the Bay, ""Everything you see there was on the streets when the snows hit. None of it went into Boston Harbor, which is a terrific thing."" The city of Boston also has a twitter contest on how long the snow will remain before it all melts. Enter using the hashtag #BosMeltNow.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
589,"A new and broader climate deal is out of reach for now and instead nations need to focus on how to replace the ailing Kyoto Protocol before 2020, Britains minister of state for energy and climate change said on Monday. The view is recognition that agreement on a pact that commits all major greenhouse gas polluters to curbing the growth in planet-warming emissions is slipping further away, in part because of sluggish economic growth and a mounting debt crisis. Henry Foy and Matthias Williams, Reuters, 14 November 2011",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
590,"The FCC issues a new order allowing greater competition between cable, broadband and other video services.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
591,"Around the world, meanwhile, record low temperatures continue to make a mockery of global warming theories. While anecdotal, to be sure, Cairo, Egypt, just saw its first snowfall in more than 100 years . In the United States there have been thousands of new records for cold temperatures and snowfalls just in the month of December. In an extremely bizarre twist, some climate scientists have even started claiming that the freezing temperatures are actually more evidence of global warming.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
594,"Professor Richard Ebeling is a leading authority on Austrian School economics and the freedom philosophy. He currently teaches at Northwood University in Midland, Michigan. This essay was originally published at EpicTimes .",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
595,Learn six steps you can take to avoid helping invasive species spread to the Great Lakes basin—and elsewhere.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
596,"""SEN. RAND PAUL (R-KY): ""With regard to the idea of whether you have a right to health care, you have realize what that implies. It's not an abstraction. I'm a physician. That means you have a right to come to my house and conscript me. It means you believe in slavery.""""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
597,"It has been an exciting and eventful year at The Talkshop. This is reflected in the site stats, which show strong increases in traffic, especially around the Lisbon conference back in January , the scientific work done mid year and obviously Climategate 2 and the aftermath . I want to emphasise though that it is the solid contributions from our guest authors and my co-mod and contributor Tim Channon which are the backbone of success here, not my flash in the pan PR stunts! For this reason, I have changed the site title at the top of the page to be simply: The Talkshop , though the url will remain as tallbloke.wordpress.com for reasons of the way we are embedded in the internets search systems. The domain I bought at thetalkshop.info currently does a simple web-forward to wordpress, but Ill be doing some nifty DNS work so that we can host currently unsupported filetypes such as excel spreadsheets for download.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
598,"""I have been brooding about the cumulative void. First we lost Milton Friedman, who died in November 2006, then William F. Buckley, Jr., in February 2008, and then on September 18, Irving Kristol. The respective giants of the libertarian, conservative, and neoconservative Right, all gone within three years. . . . We're in a battle for America's soul at a pivotal moment. But the very truth of that statementwe are indeed in a battle for America's soulmakes it a good idea to stop and think about when the American Right was truly influential. It didn't start after right-wing talk shows got big. It started in the 1960s, as Friedman, Buckley, and Kristol were hitting their stride. . . . Don't tell me we have to put up with the Glenn Becks of the world to be successful. Within living memory, the Right was successful. The Right changed the country for the betterthrough good arguments made by fine men.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
599,"Well we did it. And we did it because this is America's quickest path toward a cleaner, more prosperous future.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
600,"All the while, the Obama administration is crippling Americas future economic growth with these regulations while our economic competitors forge ahead at making energy prices predictable, cheap and attractive for doing business.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
601,"Linnan came to EDF from the Energy Analysis & Environmental Impacts division at the Lawrence Berkeley National Laboratory where she supported the development of U.S. federal energy efficiency standards. Linnan also worked at the Energy Division of the California Public Utilities Commission on proceedings and regulations related to resource adequacy, energy procurement and transportation electrification. Globally, she has spent time in Berlin, Germany and China on international development projects related to energy assess, climate finance and water sanitation.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
603,"Trump’s multi-billion-dollar infrastructure plan seeks to sidestep bedrock environmental laws such as the Endangered Species Act, the Clean Air Act, the National Environmental Policy Act and more than a dozen other laws to speed up permitting – all at the expense of public health and the environment.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
604,"The top graph in Figure 9 compares the evolution of the SOI values this year to those in 1982 and 1997, the development years of the strong 1982/83 and 1997/98 El Nios. The Southern Oscillation Index this year is lagging well behind the values in 1982 and 1997. Because the SOI data is so volatile, Ive smoothed them with a 3-month filter in the bottom graph.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
605,"Last year, I encountered a stark example of this. One of my colleagues was thinking about publishing a paper that challenges the IPCC interpretation of the previous pause during the 1940s to 1970s. My colleague sent a .ppt presentation on this topic to three colleagues, each of whom is a very respected senior scientist and none of whom have been particularly vocal advocates on the subject of climate change (names are withheld to protect the guilty/innocent). Each of these scientists strongly encouraged my colleague NOT to publish this paper, since it would only provide fodder for the skeptics. (Note: my colleague has not yet written this paper, but not because he was discouraged by these colleagues).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
606,"The shorter political time horizon (the next election) is likely to yield too little attention to the adverse long-run effects of policy choices in this context, a carbon tax that is too high. The gerrymandering process (""wasting"" the votes of the political opposition) is likely to result in less two-party competition in districts than otherwise would be the case, and thus a reduction in political accountability (although the effect in a House of Representatives or a Congress acting collectively is less clear). Both of those conditions are likely to yield a carbon tax higher than that ""set to reflect the spillover costs of carbon emissions,"" and the same is true for interest-group competition for the revenues.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
607,I know a similar graph went up a couple of days ago around the web. The skeptics Handbook II was published on Friday Nov 20.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
608,"Great Egret Marsh Preserve consists of more than 150 acres of marsh and surrounding upland in Ottawa County, across the road from East Harbor State Park. The preserve’s marshes are part of the West Harbor Basin, a long, narrow pool of Lake Erie backwater that geologists believe was once the channel of the Portage River. The natural productivity of the preserve’s coastal marshes makes it a haven for the millions of birds that feed and rest in the region each year during spring and fall migrations. Spring and fall migrants at this preserve: gadwall, lesser scaup, American wigeon, Eurasian wigeon, green-winged teal, common goldeneye, snowy egret, palm warbler, black-bellied plover, American golden-plover, dunlin, stilt sandpiper and Wilson’s snipe.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
609,"He sees favor-trading with lobbyists as the way government should operate – whether it’s apparently taking a $100,000 discount on a house from a telecom lobbyist, or using connections to get his electricity turned on before other citizens in a blackout. Or leasing a deeply discounted Washington condo from the family of a lobbyist as they discuss official EPA business.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
610,Donate,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
611,"But wait a minute. Given the usual progress of science, won?t forecasting methods in the future always be better than in the past? What this suggests is that today the primary uses of, and interest in, such forecasts are political, not scientific ? that scientists as well as politicians are using forecasts for political and ideological purposes to influence public behavior here and now.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
612,"But Hubbert, who died in 1989,did not live to see the ??? shale revolution .??During the past decade, advances in directional drilling and hydraulic fracturing have made it economical to extract oil from the pores of rock. Although U.S. petroleum production is still lower than it was at its peak in 1970,it has increased every year since 2008 with no end in sight.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
613,If global warming is happening ? and the clear downwards trend in temperatures in Britain over the past three years certainly doesn?t add to the evidence ? it is a pretty slow process and one which a rich country such as Britain ought to have little difficulty coping with.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
614,"Many distributional analyses of carbon pricing focus on the uses-side incidence of carbon pricing. This is the differential burden resulting from heterogeneity in consumption across households. Once one allows for sources-side incidence (i.e. differential impacts of changes in real factor prices), carbon policies look more progressive. Perhaps more important than the findings from any one scenario, our results on the progressivity of the leading cap and trade proposals are robust to the assumptions made on the relative importance of uses and sources side heterogeneity. . . .",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
615,"In my review of their book four years ago, I noted: ""By the end it becomes clear that Nordhaus and Shellenberger aren't just trying to save environmentalism; they are trying to save liberalism, which they consider nearly as intellectually dead as environmentalism."" Lately this ambition has taken wing, with their modest think tank, the Breakthrough Institute (based in Oakland, Calif.), sponsoring a conference called ""Modernizing Liberalism"" and launching the quarterly Breakthrough Journal. I attended the conference as the conservative provocateur; it seemed to be concentrated wholly on ideas, with no grubby calculations about how to keep liberal interest groups happy.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
616,EB BUENA VISTA,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
617,"The eight researchers, all from Portugal, report that the growth of the mussels, measured as relative increases in shell size and body weight during the 84 days of the experiment, ""did not differ among treatments."" In fact, they say that a tendency for faster shell growth under elevated CO 2 was apparent, ""at least during the first 60 days of exposure."" In the case of calcification , however, they indicate that this process was reduced, but by only up to 9% . Yet even here they state that ""given that growth was unaffected, the mussels clearly maintained the ability to lay down CaCO 3 , which suggests post-deposition dissolution as the main cause for the observed loss of shell mass."" Last of all, with respect to mortality , Range et al . write that ""mortality of the juvenile mussels during the 84 days was small (less than 10%) and was unaffected by the experimental treatments.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
618,"1) I agree with the Burger and Cubasch results and conclusions in general. Indeed, all NH reconstructions published to date gives a qualitative information only: For example, MWP and the Current Warming are warmer than LIA. But it is impossible to conclude with a certainty: either CW or MWP is warmer. It is even more so as concern centennial and decadal variations because these latter variations usually are of regional character.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
619,"Grow Solar Linn County hosted Solar Power Hours in 19 different locations and drew in almost 400 attendees. They wrapped up the program with 98 properties achieving 780.56 kW of new solar to be installed on properties. In the first year of operation, the solar arrays installed will offset emissions equivalent to 724,118 lbs of coal burned and will save an estimated $126,450 in electric bills. This marks the second group buy program in the area, the first being Solarize Cedar Rapids & Linn County in 2017. The 2019 program has built upon the previous programs success, with nearly 1,380 kW of solar installed through the group buy programs and have helped 200 properties add solar.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
620,"By Marlowe Hood, Paris (AFP), Aug 10, 2015",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
621,"""Decreases in global beer supply due to extreme drought and heat"" [PDF], Nature Plants",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
622,"Although it has at least made an effort - schizophrenic though it might be - to at least sound as though it isn't as out of step as it really is. We've been keeping a close watch on the Chamber's rhetoric, through our ad this week and our ""WhoDoestheChamberRepresent.org"" website and in recent blog posts (here and here.)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
623,"Indeed, more recent studies confirm that the IPCC overestimated the level of greenhouse gas emissions humans are likely to create in the rest of this century, and may also overestimate overall population growth, economic growth, technological progress, and other factors that drive aggregate greenhouse gas emissions.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
624,"NRDC (Natural Resources Defense Council) is an international nonprofit environmental organization with more than 3 million members and online activists. Since 1970, our lawyers, scientists, and other environmental specialists have worked to protect the world's natural resources, public health, and the environment. NRDC has offices in New York City; Washington, D.C.; Los Angeles; San Francisco; Chicago; Bozeman, Montana; and Beijing. Visit us at www.nrdc.org and follow us on Twitter @NRDC",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
625,"Should the justices rule in favor of Weyerhaeuser and its co-petitioners, it could have ramifications for critical habitat designations going forward, and at a most critical time. Wildlife ranges and behaviors are beginning to shift as our climate changes, which means habitat boundaries are becoming more fluid.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
626,"Met Office, 25 February 2009: Peter Stott, Climate Scientist at the Met Office, said: ""Despite the cold winter this year, the trend to milder and wetter winters is expected to continue, with snow and frost becoming less of a feature in the future.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
627,"When you sign up, you’ll become a member of NRDC’s Activist Network. We will keep you informed with the latest alerts and progress reports.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
628,Real Climate bashes Santa Fe and contrarians,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
629,"And this from WattsUpWithThat.com: The cold this December and January has been noteworthy and newsworthy. We just posted that December 2009 was the Second Snowiest on Record in the Northern Hemisphere. Beijing was hit by its heaviest snowfall in 60 years, and Korea had the largest snowfall ever recorded since record keeping began in 1937. Plus all of Britain was recently covered by snow. The cold is setting records too. Oranges are freezing and millions of tropical fish are dying in Florida, there are Record low temperatures in Cuba and thousands of new low temperature records being set in the USA as well as Europe.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
630,"The Centennial stretches out just beyond the western border of Yellowstone National Park, protecting the headwaters of the Missouri river as well as critical migration routes for wildlife throughout the Northern Rockies. This area, in combination with the High Divide Headwaters and Big Hole, maintains the links between the protected wildlands of Yellowstone, Central Idaho, the Crown of the Continent, and Canada. The Centennial’s expansive wetlands are home to hundreds of bird species, and Red Rock River system is one of the last places where rare Arctic grayling survive. It supports grizzlies, wolves, elk, deer, and the other magnificent wildlife that draws millions of visitors to Yellowstone.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
631,"This article was originally published on onEarth, which is no longer in publication. onEarth was founded in 1979 as the Amicus Journal, an independent magazine of thought and opinion on the environment. All opinions expressed are those of the authors and do not necessarily reflect the policies or positions of NRDC. This article is available for online republication by news media outlets or nonprofits under these conditions: The writer(s) must be credited with a byline; you must note prominently that the article was originally published by NRDC.org and link to the original; the article cannot be edited (beyond simple things such grammar); you can’t resell the article in any form or grant republishing rights to other outlets; you can’t republish our material wholesale or automatically—you need to select articles individually; you can’t republish the photos or graphics on our site without specific permission; you should drop us a note to let us know when you’ve used one of our articles.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
632,"I won't send Glauber any condolences. After all, when I saw the headline for the first time, I thought that Glauber himself was missing which would arguably be more serious.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
633,"All that is labeled data is not gold Schmidt 2006 Eos, Transactions American Geophysical Union Wiley Online Library",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
634,EDF and other health and environmental organizations [PDF],ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
635,"Long ago I collected a few observations about the fall of Communism that I thought ought to be immortal, but that I've hardly seen mentioned in recent years. Here's my attempt to resurrect them.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
636,"As a part of President Obama's Climate Action Plan announced last June, these Hubs will be a clearinghouse of information and provide science-based knowledge and practical tools to agriculture stakeholders. These seven regional hubs, and three sub-hubs, will look at region-specific agriculture risks and ways to adapt, shift and mitigate the increasing effects of a climate change. They will help farmers, ranchers, and forest owners adapt to a new climate brought on by climate change.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
637,14. How adequate is the ability to couple atmospheric and ocean models,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
638,"“Debate ahead of this report focused on whether the Paris Agreement’s target of holding global average temperature rises to well below +2°C above pre-industrial levels, while also pursuing efforts to limit this increase to +1.5°C, is still realistic. Unfortunately, the report projects that current climate policies make +2°C extremely likely this century – and could even see us smash through the +3°C barrier by the year 2100. We cannot stand by and let this scenario play out.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
639,"It might come as a surprise to some that the U.S. ivory market is still alive and thriving since newer ivory is illegal in the U.S. However, sales of older ivory products are still allowed. Unfortunately, that is very difficult to enforce since it’s almost impossible to determine the age of ivory. This has provided a loophole for traffickers to sneak new products onto shelves under the guise of “antiques.” To make a dent in the market and end the slaughter of these majestic creatures, that loophole must be closed.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
640,"Such failed projections should come as no great surprise. As the IPCC's own 2001 Assessment Report concludes: ""The climate system is a coupled non-linear chaotic system, and therefore the long-term prediction of future climate states is not possible.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
641,"The union spends less locally on lobbying and electioneering, reflecting in part New York City's tighter campaign-finance regulations and the fact that most major health-care policy decisions are made in Albany. Still, 1199 ranks as the top donor in each of the last three citywide election cycles. It has made good use of the new campaign-finance latitude afforded by Citizens Unitedwhich struck down restrictions on political spending by corporations and unionsand related high court decisions, devoting about $440,000 to ""independent expenditures"" in addition to the $150,000 it gave directly to candidates. Last year, the union donated $250,000 to ""Campaign for One New York,"" Mayor de Blasio's ""dark-money"" fund that's now bankrolling much of his ""Progressive Contract with America.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
642,"Bernie McCune holds degrees in both engineering and biology and has worked with both the National Oceanic and Atmospheric Agency and NASA's Goddard Space Flight Center. ""Hansen admitted there is still some question,"" McCune said. ""But, his presentation was mostly political and didn't prove that CO2 is the problem; it didn't show that humans had anything to do with it.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
644,"Chapter 3, by Robert C. Balling, Jr.Global Warming: Messy Models, Decent Data, and Pointless Policy",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
645,www.waginargus.com .au/story/.../australias-antarctic-runway-melting...,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
647,"Dr. Alpert is a Senior Scientist in the Office of the Chief Scientist. She leads an initiative to characterize and address chokepoints in realizing the potential of climate mitigation technologies. She also works closely with the Methane, Climate, and International Cooperation work streams, leveraging international scientific climate assessments and institutions to support climate change mitigation.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
648,"Police and courts to secure each citizens life, liberty and property from domestic thieves and bandits, and to adjudicate the disputes that might arise among men;",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
649,"Based on historical climate fact, it is possible to extend the trend into the future to form a possible climate scenario. Figure 4 depicts the extrapolation of the 1000-year and 230-year cycle along with the generally expected trend. Added to this are the fluctuations of the 65-year ocean cycles, the impacts of the ENSO-events, sunspot cycles and volcanic eruptions, which result in additional fluctuations of a few tenths of a degree just as they have in the past.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
650,TIME SERIES TROPICAL AND EXTRATROPICAL SEA SURFACE TEMPERATURE,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
651,"If the climate shifts hypothesisis correct, then the current flat trend in global surface temperatures may continue for another decade or two, with a resumption of warming at some point during mid-century. The amount of warming from greenhouse gases depends both on the amount of greenhouse gases that are emitted as well as the climate sensitivity to the greenhouse gases, both of which are associated with substantial uncertainties.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
652,"As a result: no transmission, no PPA. No PPA, no CPUC portfolio. No CPUC portfolio, no CAISO transmission. This is known as the chicken and egg problem. But there are some promising signs indicating that this problem may be moving toward a solution.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
653,"(By convention, a failed to falsify result should be accompanied by an estimate of the error, or statistical power. I havent seen these discussed in the climate blog wars, but I do intend to extend my spreadsheet to include these at some point. Reporting both and errors are important if people are to draw inferences about statistical results.)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
654,"Bauman et al. published a peer-reviewed study regarding corals in the southern Persian Gulf area, which found corals to be hardy and resilient to extreme temperature fluctuations. Their research confirms what other coral studies have found:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
655,Provide Food and Water,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
656,"Climate change is a big issue these daysyou may have heard a thing or two about it in the news mediabut it is a confused and increasingly chaotic scene, with many moving parts. I believe the trajectory of the issue is changing in real time right now, but I do not want to get bogged down too far in the details and lose sight of the central point of this Hillsdale series, which is the ways in which the climate change issue highlights the constitutional defects of the modern administrative state.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
657,"Fifteen-year-long hiatus periods are common in both historical records and in computer models, the technical summary says. But scientists were caught out in one computer model, 111 of 114 estimates over-stated recent temperature rises.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
658,"That makes the community element of the Green Heart Project critical, says Combs. More than 200 community groups exist in the South Louisville neighborhoods where the Green Heart Project will take place, and from churches to community centers to schools, the project aims to work alongside them. Trees won’t survive, bringing their benefits to generations of Lousivillians, without local people to advocate for their care.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
659,"According to New York Times reporter Andrew Revkin, that is. In todays Science section, Revkin writes that there has been a slight increase in sea-ice area around Antarctica in recent decades. But in a Sept. 21 article, Scientists Report Severe Retreat of Arctic Ice , he reported that sea ice around Antarctica has seen unusual winter expansions recently, and this week is near a record high.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
